module	Gene	Cluster	MappedGroup
DMG2_0	NR6A1	1	DMG
DMG2_0	PABPC1L	1	DMG
DMG2_0	CDK3	1	DMG
DMG2_0	KIAA1755	1	DMG
DMG2_0	PLGLB1	1	DMG
DMG2_2	RPL39	1	DMG
DMG2_2	MT-CO2	1	DMG
DMG2_2	MT-ND3	1	DMG
DMG2_2	MT-ND4	1	DMG
DMG2_2	MT-CO1	1	DMG
DMG2_2	MT-CYB	1	DMG
DMG2_2	MT-CO3	1	DMG
DMG2_2	MT-ATP6	1	DMG
DMG2_2	RPL10	1	DMG
DMG2_2	MT-ND2	1	DMG
DMG2_2	MT-ND1	1	DMG
DMG2_2	MT-ND5	1	DMG
DMG2_2	RPL36A	1	DMG
DMG2_2	NMB	1	DMG
DMG2_2	MT-ND4L	1	DMG
DMG2_2	RPL38	1	DMG
DMG2_2	RPS18	1	DMG
DMG2_2	RPSA	1	DMG
DMG2_2	RPL27	1	DMG
DMG2_2	TMSB4X	1	DMG
DMG2_2	CLU	1	DMG
DMG2_2	MALAT1	1	DMG
DMG2_2	YBX1	1	DMG
DMG2_2	GFAP	1	DMG
DMG2_2	SDC3	1	DMG
DMG2_2	TMSB15A	1	DMG
DMG2_2	APOE	1	DMG
DMG2_2	RPL27A	1	DMG
DMG2_2	HBB	1	DMG
DMG2_2	ADIRF	1	DMG
DMG2_2	MT-ATP8	1	DMG
DMG2_2	LINC00844	1	DMG
DMG2_2	SPARCL1	1	DMG
DMG2_2	FHL1	1	DMG
DMG2_2	AGT	1	DMG
DMG2_2	HBA1	1	DMG
DMG2_2	S100A16	1	DMG
DMG2_2	AL627171.2	1	DMG
DMG2_2	CRYAB	1	DMG
DMG2_2	ALDOC	1	DMG
DMG2_2	HIST1H4C	1	DMG
DMG2_3	RPS19	1	DMG
DMG2_3	RPL28	1	DMG
DMG2_3	RPS21	1	DMG
DMG2_3	RPS29	1	DMG
DMG2_3	RPL13A	1	DMG
DMG2_3	RPS11	1	DMG
DMG2_3	RPS16	1	DMG
DMG2_3	RPS9	1	DMG
DMG2_3	RPS5	1	DMG
DMG2_3	IFI6	1	DMG
DMG2_3	RPS2	1	DMG
DMG2_3	ISG15	1	DMG
DMG2_3	SNHG25	1	DMG
DMG2_3	FTL	1	DMG
DMG2_3	RPL4	1	DMG
DMG2_3	SNHG6	1	DMG
DMG2_3	IFI44L	1	DMG
DMG2_3	PPDPF	1	DMG
DMG2_3	APOC1	1	DMG
DMG2_3	CSKMT	1	DMG
DMG2_3	ZFAS1	1	DMG
DMG2_3	RPL23	1	DMG
DMG2_3	STAT1	1	DMG
DMG2_3	NES	1	DMG
DMG2_3	MX1	1	DMG
DMG2_3	BST2	1	DMG
DMG2_3	SPP1	1	DMG
DMG2_3	IFI27	1	DMG
DMG2_3	SNHG32	1	DMG
DMG2_3	FXYD7	1	DMG
DMG2_3	NOP53	1	DMG
DMG2_3	CTXN1	1	DMG
DMG2_3	LY6E	1	DMG
DMG2_3	IFIT3	1	DMG
DMG2_3	IFIT1	1	DMG
DMG2_3	IRF9	1	DMG
DMG2_3	GAS5	1	DMG
DMG2_3	IFIT5	1	DMG
DMG2_3	CNN3	1	DMG
DMG2_5	CXCL10	2	DMG
DMG2_5	PLSCR1	2	DMG
DMG2_5	OAS2	2	DMG
DMG2_5	GBP3	2	DMG
DMG2_5	USP18	2	DMG
DMG2_5	IFI35	2	DMG
DMG2_5	APOL6	2	DMG
DMG2_5	XAF1	2	DMG
DMG2_5	C5orf56	2	DMG
DMG2_5	PARP9	2	DMG
DMG2_5	GBP1	2	DMG
DMG2_5	IFIT2	2	DMG
DMG2_5	EPSTI1	2	DMG
DMG2_5	DHX58	2	DMG
DMG2_5	HCST	2	DMG
DMG2_5	HERC5	2	DMG
DMG2_5	MX2	2	DMG
DMG2_5	IFIH1	2	DMG
DMG2_5	PARP12	2	DMG
DMG2_5	DDX58	2	DMG
DMG2_5	SP110	2	DMG
DMG2_5	PARP14	2	DMG
DMG2_5	TRIM22	2	DMG
DMG2_5	UBA7	2	DMG
DMG2_5	ISG20	2	DMG
DMG2_5	SAMD9	2	DMG
DMG2_5	IRF7	2	DMG
DMG2_5	DTX3L	2	DMG
DMG2_5	NMI	2	DMG
DMG2_5	CCL4	2	DMG
DMG2_5	PARP10	2	DMG
DMG2_5	CCL4L2	2	DMG
DMG2_6	FOLR1	2	DMG
DMG2_6	SLC13A4	2	DMG
DMG2_6	RARRES2	2	DMG
DMG2_6	SERPINF1	2	DMG
DMG2_6	CP	2	DMG
DMG2_6	PRLR	2	DMG
DMG2_6	F5	2	DMG
DMG2_6	TTR	2	DMG
DMG2_6	TRPM3	2	DMG
DMG2_6	C9orf24	2	DMG
DMG2_6	PPP1R1B	2	DMG
DMG2_6	KCNJ13	2	DMG
DMG2_6	SLC5A5	2	DMG
DMG2_6	SOSTDC1	2	DMG
DMG2_6	HTR2C	2	DMG
DMG2_6	TPD52L1	2	DMG
DMG2_6	SLC22A8	2	DMG
DMG2_6	WFIKKN2	2	DMG
DMG2_6	TGFBI	2	DMG
DMG2_6	SCNN1A	2	DMG
DMG2_6	SLC16A12	2	DMG
DMG2_6	AC007906.2	2	DMG
DMG2_6	S100A6	2	DMG
DMG2_6	CFAP126	2	DMG
DMG2_6	SFRP5	2	DMG
DMG2_6	CAPS	2	DMG
DMG2_6	C11orf88	2	DMG
DMG2_6	OTX2	2	DMG
DMG2_6	TNFSF13	2	DMG
DMG2_6	C14orf180	2	DMG
DMG2_6	SNHG18	2	DMG
DMG2_6	FBP2	2	DMG
DMG2_6	DMKN	2	DMG
DMG2_6	FAM183A	2	DMG
DMG2_6	WDR38	2	DMG
DMG2_6	HSPA2	2	DMG
DMG2_6	CES1	2	DMG
DMG2_6	CLDN3	2	DMG
DMG2_6	FAM81B	2	DMG
DMG2_6	MGP	2	DMG
DMG2_6	CAPSL	2	DMG
DMG2_6	IER3	2	DMG
DMG2_6	CFAP157	2	DMG
DMG2_6	CHI3L1	2	DMG
DMG2_6	AC104809.2	2	DMG
DMG2_6	CCL3L1	2	DMG
DMG2_7	SLC6A20	2	DMG
DMG2_7	KLK11	2	DMG
DMG2_7	AL031710.1	2	DMG
DMG2_7	AC019197.1	2	DMG
DMG2_7	C9orf135	2	DMG
DMG2_7	NXNL1	2	DMG
DMG2_7	ARMC3	2	DMG
DMG2_7	AP002008.4	2	DMG
DMG2_7	PLA1A	2	DMG
DMG2_7	ADTRP	2	DMG
DMG2_7	SERPIND1	2	DMG
DMG2_7	AC126696.2	2	DMG
DMG2_7	CCNO	2	DMG
DMG2_7	POU2AF1	2	DMG
DMG2_7	TMEM72	2	DMG
DMG2_7	ELL3	2	DMG
DMG2_7	GALNT5	2	DMG
DMG2_7	FYB2	2	DMG
DMG2_7	TEX11	2	DMG
DMG2_7	AL831784.1	2	DMG
DMG2_7	SIX3	2	DMG
DMG2_7	SIX3-AS1	2	DMG
DMG2_7	ATP4B	2	DMG
DMG2_7	KLHDC7A	2	DMG
DMG2_7	LINC02660	2	DMG
DMG2_7	MS4A8	2	DMG
DMG2_7	C11orf97	2	DMG
DMG2_7	AC020907.1	2	DMG
DMG2_7	AL355103.1	2	DMG
DMG2_7	CFAP161	2	DMG
DMG2_7	SLC28A3	2	DMG
DMG2_7	CLUL1	2	DMG
DMG2_7	LINC02754	2	DMG
DMG2_7	SLC7A4	2	DMG
DMG2_7	DLGAP1-AS5	2	DMG
DMG2_7	AK7	2	DMG
DMG2_7	RSPH9	2	DMG
DMG2_7	RASEF	2	DMG
GBM3_0	H19	1	GBM_IDH_WT
GBM3_0	ACSF2	1	GBM_IDH_WT
GBM3_0	SGK1	1	GBM_IDH_WT
GBM3_0	PLP1	1	GBM_IDH_WT
GBM3_0	PLAAT1	1	GBM_IDH_WT
GBM3_0	CHAD	1	GBM_IDH_WT
GBM3_0	COL9A1	1	GBM_IDH_WT
GBM3_0	PLPPR1	1	GBM_IDH_WT
GBM3_0	PLLP	1	GBM_IDH_WT
GBM3_0	FAM107B	1	GBM_IDH_WT
GBM3_0	UGT8	1	GBM_IDH_WT
GBM3_0	NANOS1	1	GBM_IDH_WT
GBM3_0	GAL3ST1	1	GBM_IDH_WT
GBM3_0	MIR3681HG	1	GBM_IDH_WT
GBM3_0	RRM2	1	GBM_IDH_WT
GBM3_0	ZWINT	1	GBM_IDH_WT
GBM3_0	AOPEP	1	GBM_IDH_WT
GBM3_0	GRB14	1	GBM_IDH_WT
GBM3_0	NUSAP1	1	GBM_IDH_WT
GBM3_0	WASF1	1	GBM_IDH_WT
GBM3_0	NMU	1	GBM_IDH_WT
GBM3_0	SLCO4A1-AS1	1	GBM_IDH_WT
GBM3_0	ELMO1	1	GBM_IDH_WT
GBM3_0	BAMBI	1	GBM_IDH_WT
GBM3_0	RNF175	1	GBM_IDH_WT
GBM3_0	LINC01896	1	GBM_IDH_WT
GBM3_0	FCRLA	1	GBM_IDH_WT
GBM3_0	SFRP2	1	GBM_IDH_WT
GBM3_0	SLCO4A1	1	GBM_IDH_WT
GBM3_0	CMTM5	1	GBM_IDH_WT
GBM3_0	S100A1	1	GBM_IDH_WT
GBM3_0	LRRK2	1	GBM_IDH_WT
GBM3_0	CDH19	1	GBM_IDH_WT
GBM3_0	CHRDL1	1	GBM_IDH_WT
GBM3_0	KCNK12	1	GBM_IDH_WT
GBM3_0	KCNS3	1	GBM_IDH_WT
GBM3_0	AC090692.1	1	GBM_IDH_WT
GBM3_0	MND1	1	GBM_IDH_WT
GBM3_0	RGR	1	GBM_IDH_WT
GBM3_0	NKX2-5	1	GBM_IDH_WT
GBM3_0	CENPA	1	GBM_IDH_WT
GBM3_0	RASGEF1B	1	GBM_IDH_WT
GBM3_0	AZGP1	1	GBM_IDH_WT
GBM3_0	AC108488.1	1	GBM_IDH_WT
GBM3_0	LINC01170	1	GBM_IDH_WT
GBM3_0	HOXD9	1	GBM_IDH_WT
GBM3_0	AC025154.2	1	GBM_IDH_WT
GBM3_0	SALL3	1	GBM_IDH_WT
GBM3_0	SLCO3A1	1	GBM_IDH_WT
GBM3_0	BMPER	1	GBM_IDH_WT
GBM3_1	NNAT	1	GBM_IDH_WT
GBM3_1	SOX4	1	GBM_IDH_WT
GBM3_1	STMN2	1	GBM_IDH_WT
GBM3_1	AL627171.2	1	GBM_IDH_WT
GBM3_1	TTC3	1	GBM_IDH_WT
GBM3_1	TCF4	1	GBM_IDH_WT
GBM3_1	VAMP2	1	GBM_IDH_WT
GBM3_1	LINC00632	1	GBM_IDH_WT
GBM3_1	RTN1	1	GBM_IDH_WT
GBM3_1	RGS16	1	GBM_IDH_WT
GBM3_1	CXXC5	1	GBM_IDH_WT
GBM3_1	RHOBTB3	1	GBM_IDH_WT
GBM3_1	ATP1B2	1	GBM_IDH_WT
GBM3_1	C3	1	GBM_IDH_WT
GBM3_1	ZBTB20	1	GBM_IDH_WT
GBM3_1	RASD1	1	GBM_IDH_WT
GBM3_1	NFIA	1	GBM_IDH_WT
GBM3_1	NFIX	1	GBM_IDH_WT
GBM3_1	CRMP1	1	GBM_IDH_WT
GBM3_1	ELAVL3	1	GBM_IDH_WT
GBM3_1	RIT2	1	GBM_IDH_WT
GBM3_1	DCX	1	GBM_IDH_WT
GBM3_1	C1QC	1	GBM_IDH_WT
GBM3_1	GABBR2	1	GBM_IDH_WT
GBM3_1	PKIB	1	GBM_IDH_WT
GBM3_1	ETV1	1	GBM_IDH_WT
GBM3_1	NFIB	1	GBM_IDH_WT
GBM3_1	CD24	1	GBM_IDH_WT
GBM3_1	SOX11	1	GBM_IDH_WT
GBM3_1	ELAVL4	1	GBM_IDH_WT
GBM3_1	MAPT	1	GBM_IDH_WT
GBM3_1	MT-ATP8	1	GBM_IDH_WT
GBM3_1	RND3	1	GBM_IDH_WT
GBM3_1	NHLH1	1	GBM_IDH_WT
GBM3_1	BPTF	1	GBM_IDH_WT
GBM3_1	NAV1	1	GBM_IDH_WT
GBM3_1	CD14	1	GBM_IDH_WT
GBM3_1	SNCB	1	GBM_IDH_WT
GBM3_1	BTBD17	1	GBM_IDH_WT
GBM3_1	CCND2	1	GBM_IDH_WT
GBM3_1	STAT3	1	GBM_IDH_WT
GBM3_1	GNAO1	1	GBM_IDH_WT
GBM3_1	PBX1	1	GBM_IDH_WT
GBM3_1	NCOR1	1	GBM_IDH_WT
GBM3_1	INA	1	GBM_IDH_WT
GBM3_1	NUDT3	1	GBM_IDH_WT
GBM3_1	CEP170	1	GBM_IDH_WT
GBM3_1	TCAF1	1	GBM_IDH_WT
GBM3_1	ZBTB16	1	GBM_IDH_WT
GBM3_1	ANOS1	1	GBM_IDH_WT
GBM3_3	CFAP126	2	GBM_IDH_WT
GBM3_3	AL357093.2	2	GBM_IDH_WT
GBM3_3	C1orf194	2	GBM_IDH_WT
GBM3_3	FOXJ1	2	GBM_IDH_WT
GBM3_3	CAPS	2	GBM_IDH_WT
GBM3_3	DYDC2	2	GBM_IDH_WT
GBM3_3	RSPH1	2	GBM_IDH_WT
GBM3_3	FAM183A	2	GBM_IDH_WT
GBM3_3	ROPN1L	2	GBM_IDH_WT
GBM3_3	PIFO	2	GBM_IDH_WT
GBM3_3	CFAP73	2	GBM_IDH_WT
GBM3_3	C5orf49	2	GBM_IDH_WT
GBM3_3	DYNLRB2	2	GBM_IDH_WT
GBM3_3	C11orf88	2	GBM_IDH_WT
GBM3_3	ZMYND10	2	GBM_IDH_WT
GBM3_3	KIF9	2	GBM_IDH_WT
GBM3_3	CCDC173	2	GBM_IDH_WT
GBM3_3	MLC1	2	GBM_IDH_WT
GBM3_3	SLC38A5	2	GBM_IDH_WT
GBM3_3	LINC00844	2	GBM_IDH_WT
GBM3_3	WDR38	2	GBM_IDH_WT
GBM3_3	TCTEX1D1	2	GBM_IDH_WT
GBM3_3	APLNR	2	GBM_IDH_WT
GBM3_3	CFAP157	2	GBM_IDH_WT
GBM3_3	TMEM47	2	GBM_IDH_WT
GBM3_3	LINC01088	2	GBM_IDH_WT
GBM3_3	BBOX1	2	GBM_IDH_WT
GBM3_3	C9orf116	2	GBM_IDH_WT
GBM3_3	MORN5	2	GBM_IDH_WT
GBM3_3	ITGB4	2	GBM_IDH_WT
GBM3_3	NME5	2	GBM_IDH_WT
GBM3_3	TMEM231	2	GBM_IDH_WT
GBM3_3	PACRG	2	GBM_IDH_WT
GBM3_3	ENKUR	2	GBM_IDH_WT
GBM3_3	CCDC146	2	GBM_IDH_WT
GBM3_3	COLEC12	2	GBM_IDH_WT
GBM3_3	SLC44A3	2	GBM_IDH_WT
GBM3_3	CP	2	GBM_IDH_WT
GBM3_3	CABCOCO1	2	GBM_IDH_WT
GBM3_3	NEK11	2	GBM_IDH_WT
GBM3_3	IFIT1	2	GBM_IDH_WT
GBM3_3	CCDC157	2	GBM_IDH_WT
GBM3_3	CCDC40	2	GBM_IDH_WT
GBM3_3	CEP126	2	GBM_IDH_WT
GBM3_3	DNAAF4	2	GBM_IDH_WT
GBM3_4	OCIAD2	2	GBM_IDH_WT
GBM3_4	LINC01705	2	GBM_IDH_WT
GBM3_4	DKK1	2	GBM_IDH_WT
GBM3_4	CXCL14	2	GBM_IDH_WT
GBM3_4	NEFL	2	GBM_IDH_WT
GBM3_4	CAV1	2	GBM_IDH_WT
GBM3_4	IL11	2	GBM_IDH_WT
GBM3_4	VSNL1	2	GBM_IDH_WT
GBM3_4	DCBLD2	2	GBM_IDH_WT
GBM3_4	IGFBP6	2	GBM_IDH_WT
GBM3_4	SLC14A1	2	GBM_IDH_WT
GBM3_4	SOX3	2	GBM_IDH_WT
GBM3_4	STEAP1	2	GBM_IDH_WT
GBM3_4	SPHK1	2	GBM_IDH_WT
GBM3_4	GAS2	2	GBM_IDH_WT
GBM3_4	PTPRN	2	GBM_IDH_WT
GBM3_4	CCN4	2	GBM_IDH_WT
GBM3_4	LINC00551	2	GBM_IDH_WT
GBM3_4	BTNL8	2	GBM_IDH_WT
GBM3_4	GFPT2	2	GBM_IDH_WT
GBM3_4	SEMA3A	2	GBM_IDH_WT
GBM3_4	FBN2	2	GBM_IDH_WT
GBM3_4	ELOVL6	2	GBM_IDH_WT
GBM3_4	TFPI2	2	GBM_IDH_WT
GBM3_4	AC022035.1	2	GBM_IDH_WT
GBM3_4	GPAT3	2	GBM_IDH_WT
GBM3_4	CYB5R2	2	GBM_IDH_WT
GBM3_4	SYNGR3	2	GBM_IDH_WT
GBM3_4	GNLY	2	GBM_IDH_WT
GBM3_4	MET	2	GBM_IDH_WT
GBM3_4	PCLO	2	GBM_IDH_WT
GBM3_4	SLC16A4	2	GBM_IDH_WT
GBM3_4	NRSN1	2	GBM_IDH_WT
GBM3_4	PRSS12	2	GBM_IDH_WT
GBM3_4	LINC01630	2	GBM_IDH_WT
GBM3_4	CALY	2	GBM_IDH_WT
GBM3_4	DIRAS2	2	GBM_IDH_WT
GBM3_4	PERP	2	GBM_IDH_WT
GBM3_4	NPR3	2	GBM_IDH_WT
GBM3_4	TTC39B	2	GBM_IDH_WT
GBM3_4	DMTN	2	GBM_IDH_WT
GBM3_4	KDELR3	2	GBM_IDH_WT
GBM3_4	SLC12A8	2	GBM_IDH_WT
GBM3_4	PRSS3	2	GBM_IDH_WT
GBM3_4	ASPHD1	2	GBM_IDH_WT
GBM3_4	VLDLR	2	GBM_IDH_WT
GBM3_4	NEFM	2	GBM_IDH_WT
GBM3_4	CHRNA9	2	GBM_IDH_WT
GBM3_5	ADM	2	GBM_IDH_WT
GBM3_5	VEGFA	2	GBM_IDH_WT
GBM3_5	NDRG1	2	GBM_IDH_WT
GBM3_5	LGALS3	2	GBM_IDH_WT
GBM3_5	BNIP3	2	GBM_IDH_WT
GBM3_5	NRN1	2	GBM_IDH_WT
GBM3_5	IGFBP2	2	GBM_IDH_WT
GBM3_5	C15orf48	2	GBM_IDH_WT
GBM3_5	P4HA1	2	GBM_IDH_WT
GBM3_5	CXCL8	2	GBM_IDH_WT
GBM3_5	DDIT3	2	GBM_IDH_WT
GBM3_5	SLC2A3	2	GBM_IDH_WT
GBM3_5	NPTX1	2	GBM_IDH_WT
GBM3_5	HK2	2	GBM_IDH_WT
GBM3_5	RAB42	2	GBM_IDH_WT
GBM3_5	HAMP	2	GBM_IDH_WT
GBM3_5	SLC6A6	2	GBM_IDH_WT
GBM3_5	BHLHE40	2	GBM_IDH_WT
GBM3_5	PLIN2	2	GBM_IDH_WT
GBM3_5	SLC16A3	2	GBM_IDH_WT
GBM3_5	HSPA6	2	GBM_IDH_WT
GBM3_5	AK4	2	GBM_IDH_WT
GBM3_5	OLFM1	2	GBM_IDH_WT
GBM3_5	NUPR1	2	GBM_IDH_WT
GBM3_5	HSPA1A	2	GBM_IDH_WT
GBM3_5	CA9	2	GBM_IDH_WT
GBM3_5	HSPA1B	2	GBM_IDH_WT
GBM3_5	MT1H	2	GBM_IDH_WT
GBM3_5	MT1G	2	GBM_IDH_WT
GBM3_5	OTOA	2	GBM_IDH_WT
GBM3_5	RGS11	2	GBM_IDH_WT
GBM3_5	ERO1A	2	GBM_IDH_WT
GBM3_5	BCL2A1	2	GBM_IDH_WT
GBM3_5	SNHG12	2	GBM_IDH_WT
GBM3_5	MIR210HG	2	GBM_IDH_WT
GBM3_5	CA12	2	GBM_IDH_WT
GBM3_5	LSP1	2	GBM_IDH_WT
GBM3_5	ERRFI1	2	GBM_IDH_WT
GBM3_5	SYNPO	2	GBM_IDH_WT
GBM3_5	GAL	2	GBM_IDH_WT
GBM3_5	HRK	2	GBM_IDH_WT
GBM3_5	S100A9	2	GBM_IDH_WT
GBM3_5	EGLN3	2	GBM_IDH_WT
GBM3_5	ARG2	2	GBM_IDH_WT
GBM3_5	ICAM1	2	GBM_IDH_WT
GBM3_5	RAB20	2	GBM_IDH_WT
GBM3_5	LOX	2	GBM_IDH_WT
GBM3_6	SOX18	2	GBM_IDH_WT
GBM3_6	TM4SF18	2	GBM_IDH_WT
GBM3_6	ROBO4	2	GBM_IDH_WT
GBM3_6	IBSP	2	GBM_IDH_WT
GBM3_6	ADGRF5	2	GBM_IDH_WT
GBM3_6	COL6A3	2	GBM_IDH_WT
GBM3_6	LRRC32	2	GBM_IDH_WT
GBM3_6	ADGRA2	2	GBM_IDH_WT
GBM3_6	PDGFRB	2	GBM_IDH_WT
GBM3_6	ITGA1	2	GBM_IDH_WT
GBM3_6	GJA4	2	GBM_IDH_WT
GBM3_6	COL3A1	2	GBM_IDH_WT
GBM3_6	TMEM204	2	GBM_IDH_WT
GBM3_6	HSPG2	2	GBM_IDH_WT
GBM3_6	COL1A1	2	GBM_IDH_WT
GBM3_6	ENPEP	2	GBM_IDH_WT
GBM3_6	COL1A2	2	GBM_IDH_WT
GBM3_6	SEMA3F	2	GBM_IDH_WT
GBM3_6	CD248	2	GBM_IDH_WT
GBM3_6	MMP11	2	GBM_IDH_WT
GBM3_6	PGF	2	GBM_IDH_WT
GBM3_6	ACE	2	GBM_IDH_WT
GBM3_6	EDNRA	2	GBM_IDH_WT
GBM3_6	COL4A2	2	GBM_IDH_WT
GBM3_6	THBD	2	GBM_IDH_WT
GBM3_6	BCL6B	2	GBM_IDH_WT
GBM3_6	HTRA3	2	GBM_IDH_WT
GBM3_6	MYL9	2	GBM_IDH_WT
GBM3_6	COL4A1	2	GBM_IDH_WT
GBM3_6	FLT4	2	GBM_IDH_WT
GBM3_6	FN1	2	GBM_IDH_WT
GBM3_6	ESM1	2	GBM_IDH_WT
GBM3_6	TMEM74B	2	GBM_IDH_WT
GBM3_6	PRF1	2	GBM_IDH_WT
GBM3_6	IL3RA	2	GBM_IDH_WT
GBM3_6	LUM	2	GBM_IDH_WT
GBM3_6	ADAMTS2	2	GBM_IDH_WT
GBM3_6	PEAR1	2	GBM_IDH_WT
GBM3_6	MYO1D	2	GBM_IDH_WT
GBM3_6	MMP9	2	GBM_IDH_WT
